id,name,age,nationality,overall,club
209473,N. Ghilas,27,Algeria,72,Göztepe
149825,D. Murphy,34,Republic of Ireland,72,Nottingham Forest
231745,L. Dimata,19,Belgium,72,VfL Wolfsburg
202050,T. Bruns,25,Netherlands,72,Vitesse
205122,Adriano Facchini,34,Brazil,72,CD Aves
209218,J. Al Hussien,34,Syria,72,Al Taawoun
211522,A. Callens,25,Peru,72,New York City Football Club
226626,Ricardo Valente,26,Portugal,72,CS Marítimo
226627,T. Minamino,22,Japan,72,FC Red Bull Salzburg
230211,Vanderlei Cõembra,33,Brazil,72,Sociedade Esportiva Palmeiras
193091,B. Nuytinck,27,Netherlands,72,Udinese
201285,C. Gytkjær,27,Denmark,72,Lech Poznań
199238,Yun Young Sun,28,Korea Republic,72,Sangju Sangmu FC
213063,Róber,22,Spain,72,Levante UD
155463,V. Găman,28,Romania,72,Kardemir Karabükspor
160071,M. Arguinarena,29,Chile,72,Unión Española
165191,C. Jerome,30,England,72,Norwich City
182343,Hao Junmin,30,China PR,72,NA
223816,J. Rodríguez,23,Uruguay,72,Santos Laguna
226376,A. Romero Gamarra,22,Argentina,72,Club Atlético Huracán
213321,T. Jurić,25,Australia,72,FC Luzern
239433,N. Maksimović,22,Serbia,72,Valencia CF
45129,D. Cacia,33,Italy,72,Cesena
201290,R. Žulj,25,Austria,72,TSG 1899 Hoffenheim
209738,A. Cadavid,31,Colombia,72,CD Los Millionarios Bogota
223818,João Afonso,27,Portugal,72,Córdoba CF
162890,J. Spector,31,United States,72,Orlando City Soccer Club
231242,A. Ounas,20,Algeria,72,Napoli
170570,S. Ireland,30,Republic of Ireland,72,Stoke City
230219,Estevão Candeira,25,Brazil,72,Associação Atlética Ponte Preta
153164,A. Faurlín,30,Argentina,72,Cruz Azul
158540,C. Campestrini,37,Argentina,72,Chacarita Juniors
186444,H. Harbaoui,32,Tunisia,72,RSC Anderlecht
139597,Javi Guerra,35,Spain,72,Rayo Vallecano
223053,A. Mena,29,Ecuador,72,Cruz Azul
226637,Rubén Duarte,21,Spain,72,Deportivo Alavés
176717,P. Karlsson,31,Sweden,72,AIK Solna
230478,Jairinhazo,29,Brazil,72,Grêmio Foot-Ball Porto Alegrense
198479,P. Arajuuri,29,Finland,72,Brøndby IF
199247,Álex Fernández,24,Spain,72,Cádiz C.F.
224591,Y. Bodiger,22,France,72,Toulouse FC
230479,Jessé Ledeiro,29,Brazil,72,Fluminense Football Club
189775,Gonçalo,30,Portugal,72,CD Aves
191055,Dídac Vilà,28,Spain,72,RCD Espanyol
199504,T. Xhaka,26,Albania,72,FC Basel
210000,M. Gajos,26,Poland,72,Lech Poznań
155984,Markel Bergara,31,Spain,72,Getafe CF
236112,Douglas Armeira,25,Brazil,72,Coritiba Foot Ball Club
160081,J. Rozalas,33,Chile,72,CD Universidad de Concepción
226385,C. Espinoza,22,Argentina,72,Boca Juniors
184401,Paulo Henrique,28,Brazil,72,Akhisar Belediyespor
234578,L. Reyes,26,Mexico,72,Club Atlas
172882,P. Kone,29,Greece,72,AEK Athens
214355,R. Jérez,31,Guatemala,72,Asociacion Deportivo Cali
234835,Domingos Duarte,22,Portugal,72,Grupo Desportivo de Chaves
176211,M. Robak,34,Poland,72,Śląsk Wrocław
203604,D. Pavelka,26,Czech Republic,72,Kasimpaşa SK
160084,I. Bosquedo,29,Chile,72,Unión Española
230484,Adrián Burnabão,33,Brazil,72,Santos Futebol Clube
202069,J. Fernández,29,Argentina,72,Rosario Central
142677,L. Desábato,38,Argentina,72,Estudiantes de La Plata
160085,D. Dueña,33,Chile,72,CD Universidad de Concepción
204886,P. Gouano,23,France,72,Amiens SC Football
225878,C. Domínguez,22,Paraguay,72,Club América
163670,B. Safari,32,Sweden,72,Malmö FF
199511,W. Lautoa,29,New Caledonia,72,Dijon FCO
215383,A. Ndour,23,Senegal,72,RC Strasbourg
215639,Kenedy,21,Brazil,72,Chelsea
183895,M. Moralez,30,Argentina,72,New York City Football Club
216408,L. Spalvis,22,Lithuania,72,1. FC Kaiserslautern
224600,G. Čaušić,25,Serbia,72,Arsenal Tula
184664,A. Collin,31,France,72,New York Red Bulls
213337,Ismael,22,Brazil,72,Terek Grozny
222041,L. Boyé,21,Argentina,72,Torino
222553,S. Griesbeck,26,Germany,72,1. FC Heidenheim
160089,B. Cespeda,29,Chile,72,Everton de Viña del Mar
202330,A. Diaby,26,Mali,72,Club Brugge KV
142938,G. Denis,35,Argentina,72,Club Atlético Lanús
205659,A. Cragno,23,Italy,72,Cagliari
146011,I. Uche,33,Nigeria,72,Gimnàstic de Tarragona
176475,R. Ovelar,31,Paraguay,72,CPD Junior Barranquilla
209756,L. Jiménez,28,Colombia,72,Club Atlas
212060,Luciano,24,Brazil,72,Panathinaikos FC
223324,N. Çürüksu,32,Turkey,72,Osmanlıspor
105308,J. Gillet,38,Belgium,72,Standard de Liège
183644,A. Grünwald,28,Austria,72,FK Austria Wien
193884,S. Clucas,26,England,72,Swansea City
199517,Claiton,32,Brazil,72,Cremonese
156253,J. Lewis,29,England,72,Aberdeen
228702,F. de Jong,20,Netherlands,72,Ajax
183391,G. Ndy Assembe,31,Cameroon,72,AS Nancy Lorraine
209504,B. Hrgota,24,Sweden,72,Eintracht Frankfurt
220513,F. Ricci,23,Italy,72,Genoa
225121,Castro,22,Spain,72,Real Sporting de Gijón
205410,G. Espinoza,27,Chile,72,Kayserispor
160098,R. Labral,29,Chile,72,CD Antofagasta
203619,Nuno Henrique,30,Portugal,72,Boavista FC
203875,J. Mattheij,24,Netherlands,72,Excelsior
186979,I. Jiménez,27,Mexico,72,Tigres U.A.N.L.
211556,Carlos Hernández,26,Spain,72,Real Oviedo
160100,A. Pandaña,33,Chile,72,Universidad de Chile
167524,J. Torres Nilo,29,Mexico,72,Tigres U.A.N.L.
199781,R. Métanire,27,France,72,Stade de Reims
210533,João Schmidt,24,Brazil,72,Atalanta
211557,F. Barba,23,Italy,72,Real Sporting de Gijón
214373,A. Silva,33,Paraguay,72,NA
199526,B. Megyeri,27,Hungary,72,SpVgg Greuther Fürth
203622,E. Gorodov,31,Russia,72,Terek Grozny
177766,G. Bong,29,Cameroon,72,Brighton & Hove Albion
52326,E. Jakupović,32,Switzerland,72,Leicester City
184422,L. Ardente,35,Argentina,72,San Martín de San Juan
139368,J. Shackell,33,England,72,Derby County
214376,D. Andrade,26,Colombia,72,Asociacion Deportivo Cali
172904,L. Tomlin,28,England,72,Cardiff City
201066,D. Kaiser,28,Germany,72,RB Leipzig
160106,I. Parraz,29,Chile,72,Universidad de Chile
227690,D. Stotskiy,27,Russia,72,FC Ufa
223339,Zé Manuel,26,Portugal,72,Wisła Kraków
192363,M. Fenger,26,Denmark,72,Hammarby IF
179820,L. Robles,33,United States,72,New York Red Bulls
178029,O. Hurmacı,30,Turkey,72,Osmanlıspor
200302,G. Shinnie,25,Scotland,72,Aberdeen
164462,N. Onuoha,30,England,72,Queens Park Rangers
188270,B. Ecuélé Manga,28,Gabon,72,Cardiff City
188782,M. Morrison,29,England,72,Birmingham City
146288,Vitolo,33,Spain,72,CD Tenerife
214384,F. Aguilar,24,Colombia,72,Atletico Nacional Medellin
203633,M. Bruno,23,Belgium,72,RSC Anderlecht
215665,Filipe Ferreira,26,Portugal,72,FC Paços de Ferreira
230257,Clayton Fildeiras,33,Brazil,72,Sociedade Esportiva Palmeiras
168561,E. Soto,36,Colombia,72,CD Once Caldas Manizales
170353,Y. Kermorgant,35,France,72,Reading
179569,R. Majewski,30,Poland,72,Lech Poznań
189553,Lillo,28,Spain,72,CA Osasuna
191089,C. Wickham,24,England,72,Crystal Palace
200818,Bruno Uvini,26,Brazil,72,Al Nassr
220018,A. Rebić,23,Croatia,72,Eintracht Frankfurt
182130,K. Németh,28,Hungary,72,New England Revolution
225139,K. Dolly,24,South Africa,72,Montpellier Hérault SC
163187,R. Lamah,29,Belgium,72,FC Dallas
230259,Juliano Mascarinhas,33,Brazil,72,Botafogo de Futebol e Regatas
190579,Y. Andreu,28,France,72,Angers SCO
211060,Elsinho,27,Brazil,72,Kawasaki Frontale
230516,Paulao Junqueiras,29,Brazil,72,Santos Futebol Clube
229237,M. Akanji,21,Switzerland,72,FC Basel
204406,G. Achilier,32,Ecuador,72,Monarcas Morelia
205686,T. Savanier,25,France,72,Nîmes Olympique
142454,Verza,30,Spain,72,UD Almería
226166,N. Mukiele,19,France,72,Montpellier Hérault SC
183414,D. Di Gennaro,29,Italy,72,Lazio
193910,A. Forshaw,25,England,72,Middlesbrough
215159,W. Camacho,31,Uruguay,72,Rosario Central
156535,T. Buffel,36,Belgium,72,KRC Genk
164471,Xisco,31,Spain,72,CA Osasuna
193143,Roderick Miranda,26,Portugal,72,Wolverhampton Wanderers
214136,F. Meza,25,Colombia,72,Tigres U.A.N.L.
224376,Philipe Sampaio,22,Brazil,72,Terek Grozny
229496,Marco Baixinho,27,Portugal,72,FC Paços de Ferreira
214393,D. Banguero,27,Colombia,72,Deportes Tolima
228729,B. Valdez,24,Paraguay,72,Club América
230521,Nilsito Vilela,29,Brazil,72,Cruzeiro
199290,A. Khubulov,26,Russia,72,FC Anzhi Makhachkala
106874,D. Brivio,29,Italy,72,Virtus Entella
202107,A. Morales,27,United States,72,FC Ingolstadt 04
208251,S. Longo,25,Italy,72,CD Tenerife
218747,C. Pinares,26,Chile,72,NA
222331,L. Klostermann,21,Germany,72,RB Leipzig
160123,B. Dunavante,29,Chile,72,Audax Italiano
173179,Torrejón,31,Spain,72,1. FC Union Berlin
221564,N. Leiva,20,Spain,72,Real Betis Balompié
221820,Zhang Xizhe,26,China PR,72,NA
230525,João Bruiñeira,29,Brazil,72,São Paulo Futebol Clube
177533,Manuel da Costa,31,Morocco,72,İstanbul Başakşehir FK
224126,Crislan,25,Brazil,72,Vegalta Sendai
234622,G. Fofana,24,France,72,Amiens SC Football
211327,M. Goicoechea,29,Uruguay,72,Toulouse FC
222079,J. Onomah,20,England,72,Aston Villa
177279,R. Jenssen,29,Norway,72,FC Groningen
221312,A. Pérez,23,Colombia,72,Querétaro
181120,Chong Te Se,33,Korea DPR,72,Shimizu S-Pulse
200065,A. Nukan,23,Turkey,72,Beşiktaş JK
202113,M. Odubajo,23,England,72,Hull City
221313,E. Arango,23,Colombia,72,Alianza Petrolera
160129,R. Casirón,33,Chile,72,Club de Deportes Temuco
177537,N. Bertolo,31,Argentina,72,Banfield
190593,D. Aleksić,26,Serbia,72,FC St. Gallen
228738,J. Murillo,21,Venezuela,72,Kasimpaşa SK
223875,Y. Bammou,25,Morocco,72,FC Nantes
160131,F. Lecarnado,33,Chile,72,CD Palestino
208260,D. Kourmpelis,23,Greece,72,Panathinaikos FC
190852,C. McManaman,26,England,72,Sunderland
3974,Moreira,35,Portugal,72,Estoril Praia
230278,Carleto Costinha,25,Brazil,72,Clube Atlético Paranaense
188038,O. Čelůstka,28,Czech Republic,72,Antalyaspor
135303,Rodolfo,34,Brazil,72,Terek Grozny
158088,P. Álvarez,33,Argentina,72,Club Atlético Huracán
179592,G. Boyd,31,Scotland,72,Sheffield Wednesday
200073,M. Kosanović,27,Serbia,72,Göztepe
163209,S. Naismith,30,Scotland,72,Norwich City
230281,Mauro Riboas,25,Brazil,72,Sociedade Esportiva Palmeiras
199563,B. Balaj,26,Albania,72,Terek Grozny
210315,De Tomás,22,Spain,72,Rayo Vallecano
191627,M. Rits,23,Belgium,72,KV Mechelen
208268,B. Cristante,22,Italy,72,Atalanta
167308,M. Kadlec,32,Czech Republic,72,Sparta Praha
194956,Edgar Costa,30,Portugal,72,CS Marítimo
229261,D. Zakaria,20,Switzerland,72,Borussia Mönchengladbach
214158,Y. Gordillo,25,Colombia,72,Independiente Santa Fe
224655,Rafael Defendi,33,Brazil,72,FC Paços de Ferreira
178319,W. Brama,30,Netherlands,72,Central Coast Mariners
211088,P. Mogilevets,24,Russia,72,FC Rostov
225680,A. Mina,26,Ecuador,72,Evkur Yeni Malatyaspor
198033,Alex,25,Portugal,72,Salernitana
219793,T. Didillon,21,France,72,FC Metz
230289,Santi da Bruma,33,Brazil,72,Sport Club do Recife
199570,J. Sánchez,27,Mexico,72,Guadalajara
212626,D. Selke,22,Germany,72,Hertha BSC Berlin
215698,M. Maignan,21,France,72,LOSC Lille
41874,B. Pedretti,36,France,72,AS Nancy Lorraine
183442,J. Henry,28,England,72,Oxford United
230291,Thiago Alminxa,25,Brazil,72,Sport Club do Recife
190356,Guedes,30,Portugal,72,Rio Ave FC
193172,B. Marshall,25,England,72,Wolverhampton Wanderers
201877,M. Møller Dæhli,22,Norway,72,FC St. Pauli
214933,D. Rodríguez,28,Argentina,72,Rosario Central
193429,Douglas,26,Brazil,72,SL Benfica
208790,Z. Bakkali,21,Belgium,72,RC Deportivo de La Coruña
229526,M. Malyshev,24,Ukraine,72,Shakhtar Donetsk
229782,M. Gajić,21,Serbia,72,Girondins de Bordeaux
190614,D. Álvarez,35,Colombia,72,La Equidad
193686,V. Regini,26,Italy,72,Sampdoria
199575,Jordi Masip,28,Spain,72,Real Valladolid
205207,C. Ramírez,22,Ecuador,72,FC Krasnodar
170903,L. N'Guemo,31,Cameroon,72,Kayserispor
186519,Juan Cala,27,Spain,72,Getafe CF
230296,Cristian Lodeira,25,Brazil,72,Cruzeiro
172696,M. Ardemagni,30,Italy,72,Avellino
198553,C. Gamboa,27,Costa Rica,72,Celtic
202905,C. Nyman,24,Sweden,72,Eintracht Braunschweig
172953,A. Mariappa,30,Jamaica,72,Watford
189849,M. El Kabir,28,Morocco,72,Antalyaspor
193177,A. Traoré,27,Ivory Coast,72,Göztepe
137114,M. Ciani,33,France,72,LA Galaxy
205210,O. Lewicki,24,Sweden,72,Malmö FF
160154,J. Darenova,29,Chile,72,CD Universidad de Concepción
230042,Y. Ait Bennasser,20,Morocco,72,SM Caen
230298,Walter Silvieiro,25,Brazil,72,Santos Futebol Clube
184218,L. Vibe,30,Denmark,72,Brentford
193690,Z. Tomašević,27,Montenegro,72,KV Oostende
211099,O. Nguette,22,Senegal,72,FC Metz
227227,D. Álvarez,22,Mexico,72,Necaxa
220061,N. Gyömbér,24,Slovakia,72,Bari
179613,B. Sako,29,Mali,72,Crystal Palace
193693,Cauê,28,Brazil,72,Omiya Ardija
198046,D. Dąbrowski,24,Poland,72,Cracovia
200094,M. Ozdoev,24,Russia,72,Rubin Kazan
206238,Iván López,23,Spain,72,Levante UD
221342,Pablo Maffeo,19,Spain,72,Girona CF
225182,J. Barrera,21,Colombia,72,CPD Junior Barranquilla
160158,M. Rocental,29,Chile,72,Colo-Colo
227230,Eber Bessa,25,Brazil,72,CS Marítimo
230302,Josué da Feira,25,Brazil,72,Santos Futebol Clube
183454,E. Pisano,30,Italy,72,Bristol City
193182,W. Foderingham,26,England,72,Rangers
215455,B. Petković,22,Croatia,72,Bologna
152991,D. Marney,33,England,72,Burnley
199840,Marco Matias,28,Portugal,72,Sheffield Wednesday
189600,J. Hušbauer,27,Czech Republic,72,NA
164769,S. Fletcher,30,Scotland,72,Sheffield Wednesday
192673,M. Diallo,31,Senegal,72,En Avant de Guingamp
212130,M. Maloča,28,Croatia,72,SpVgg Greuther Fürth
160162,F. Barridos,29,Chile,72,CD Antofagasta
163490,M. Canini,32,Italy,72,Cremonese
177571,T. Derijck,30,Belgium,72,SV Zulte-Waregem
137380,M. Cassani,33,Italy,72,Bari
140196,Y. Endo,37,Japan,72,Gamba Osaka
142756,P. Toranzo,35,Argentina,72,Club Atlético Huracán
221860,C. Gruezo,22,Ecuador,72,FC Dallas
230564,M. Gaćinović,22,Serbia,72,Eintracht Frankfurt
202149,E. Kaçe,23,Albania,72,PAOK Thessaloniki
214949,H. Manzala,23,DR Congo,72,Amiens SC Football
224933,K. Lasagna,24,Italy,72,Udinese
209063,S. Holmén,25,Sweden,72,Dinamo Moscow
183975,J. Kana-Biyik,27,Cameroon,72,Kayserispor
194727,D. Contento,27,Germany,72,Girondins de Bordeaux
182440,R. Kruse,28,Australia,72,VfL Bochum
200105,J. Kappelhof,26,Netherlands,72,Chicago Fire Soccer Club
199594,Paco Montañés,30,Spain,72,CD Tenerife
142762,J. Bottinelli,32,Argentina,72,Unión de Santa Fe
210602,S. Al Dawsari,25,Saudi Arabia,72,Al Hilal
183722,Vagner,31,Brazil,72,Boavista FC
193706,D. Dumić,25,Bosnia Herzegovina,72,FC Utrecht
209323,Maurides,23,Brazil,72,CF Os Belenenses
169387,E. Cascione,33,Italy,72,Cesena
184747,C. Martin,28,Scotland,72,Derby County
207788,S. Ben Youssef,28,Tunisia,72,Kasimpaşa SK
222124,H. Fredes,30,Argentina,72,Defensa y Justicia
234924,A. Diakhaby,20,France,72,AS Monaco
201389,C. Biraghi,24,Italy,72,Fiorentina
202413,Hernán,26,Spain,72,UD Las Palmas
205998,A. Biyogo Poko,24,Gabon,72,Kardemir Karabükspor
111022,David Navarro,37,Spain,72,AD Alcorcón
217007,M. Thiam,24,Senegal,72,Juventus
209329,Dória,22,Brazil,72,Olympique de Marseille
213937,Aketxe,23,Spain,72,Athletic Club de Bilbao
225713,J. Augustin,20,France,72,RB Leipzig
164529,D. Moor,33,United States,72,Toronto FC
234930,Pedro Rebocho,22,Portugal,72,En Avant de Guingamp
210868,José Mari,29,Spain,72,Cádiz C.F.
183220,J. Morávek,27,Czech Republic,72,FC Augsburg
201141,T. Burlak,27,Russia,72,Rubin Kazan
207797,Y. Banana,25,Cameroon,72,NA
208309,I. Cissé,23,Belgium,72,Fulham
212405,Alberto Martín,28,Spain,72,Granada CF
214965,C. Riaño,28,Argentina,72,Necaxa
226229,T. Kehrer,20,Germany,72,FC Schalke 04
203446,A. Kali,26,Morocco,72,FC Utrecht
206006,E. Alioski,25,FYR Macedonia,72,Leeds United
208054,L. Fernández,26,Argentina,72,Independiente
209846,C. Günter,24,Germany,72,SC Freiburg
222390,Unai López,21,Spain,72,Rayo Vallecano
184502,J. Cétout,29,France,72,AS Nancy Lorraine
210872,Wanderson,22,Brazil,72,FC Krasnodar
212408,F. Mendy,28,Guinea Bissau,72,Jeju United FC
201145,M. Le Bihan,27,France,72,OGC Nice
232377,T. Sekine,22,Japan,72,FC Ingolstadt 04
179897,R. Sigurðsson,31,Iceland,72,Rubin Kazan
180409,C. Gülselam,29,Turkey,72,Kardemir Karabükspor
224186,J. de Wijs,22,Netherlands,72,Excelsior
226747,B. Perlaza,25,Colombia,72,Independiente Santa Fe
192955,M. Klich,27,Poland,72,Leeds United
193211,A. Ignjovski,26,Serbia,72,SC Freiburg
191164,F. Martínez,27,Ecuador,72,Club Atlas
193468,L. Benito,25,Switzerland,72,BSC Young Boys
201917,Y. Sylla,26,Mali,72,Panathinaikos FC
163261,P. Bardsley,32,Scotland,72,Burnley
230333,Jonas Damasto,33,Brazil,72,Grêmio Foot-Ball Porto Alegrense
202686,N. Wells,27,Bermuda,72,Burnley
140222,P. Da Silva,37,Paraguay,72,NA
214718,M. Rodríguez,22,Chile,72,Cruz Azul
198335,B. Oviedo,27,Costa Rica,72,Sunderland
214463,W. Morelo,30,Colombia,72,Independiente Santa Fe
214208,L. Pico,25,Colombia,72,CPD Junior Barranquilla
222400,H. Winks,21,England,72,Tottenham Hotspur
213697,P. McNair,22,Northern Ireland,72,Sunderland
221121,D. Rodríguez,22,Colombia,72,Independiente Santa Fe
159937,M. Fierro,33,Chile,72,Curicó Unido
204738,R. Ibarra,26,Ecuador,72,Club América
221634,L. Acosta,23,Argentina,72,D.C. United
183746,A. Vršajevič,31,Bosnia Herzegovina,72,Osmanlıspor
190658,O. Coulibaly,27,Mali,72,Panathinaikos FC
216003,B. Kapustka,20,Poland,72,SC Freiburg
160195,M. Lobaño,29,Chile,72,Deportes Iquique
190659,H. Bazile,27,France,72,SM Caen
195011,R. Utsiev,29,Russia,72,Terek Grozny
230341,Joshuando Sá,33,Brazil,72,Associação Chapecoense de Futebol
156358,M. Muñoz,37,Mexico,72,Puebla
184518,O. Şişmanoğlu,27,Turkey,72,Göztepe
193222,F. Giefer,27,Germany,72,FC Augsburg
214727,A. Zaldívar,23,Mexico,72,Guadalajara
219591,S. Šimić,22,Czech Republic,72,Crotone
159943,A. Escavar,25,Chile,72,CD O'Higgins
228295,R. Holding,21,England,72,Arsenal
236999,D. Guzman,27,Costa Rica,72,Portland Timbers
176583,L. Álvarez,32,Uruguay,72,Lobos de la BUAP
188871,L. Kozák,28,Czech Republic,72,Bari
219848,David Costas,22,Spain,72,FC Barcelona B
221896,D. Avdijaj,20,Kosovo,72,FC Schalke 04
230344,Jeff Meirson,25,Brazil,72,Fluminense Football Club
205257,N. Sliti,24,Tunisia,72,Dijon FCO
160201,B. Caderado,25,Chile,72,Colo-Colo
229321,Amilton,27,Brazil,72,CD Aves
204234,Edgar Badía,25,Spain,72,CF Reus Deportiu
206538,K. Stewart,23,England,72,Hull City
142794,F. Erpen,34,Argentina,72,Club Atlas
217546,Sequeira,26,Portugal,72,SC Braga
224202,I. Chochev,24,Bulgaria,72,Palermo
190666,M. Gulde,26,Germany,72,SC Freiburg
193226,B. Jeannot,25,France,72,Dijon FCO
222411,J. Prior,21,France,72,Girondins de Bordeaux
227787,Kim Jong Woo,23,Korea Republic,72,Suwon Samsung Bluewings
187339,J. Hamad,26,Sweden,72,Hammarby IF
189899,V. Wormgoor,28,Netherlands,72,SK Brann
213452,Albizua,28,Spain,72,C.D. Leonesa S.A.D.
220620,F. Hadergjonaj,22,Switzerland,72,Huddersfield Town
227788,An Hyeon Beom,22,Korea Republic,72,Jeju United FC
197837,D. Boyata,26,Belgium,72,Celtic
217805,A. Martín Arias,24,Argentina,72,Gimnasia y Esgrima La Plata
225997,B. Verbič,23,Slovenia,72,FC København
228302,Pedraza,21,Spain,72,Deportivo Alavés
176846,M. Mariga,30,Kenya,72,Real Oviedo
200911,B. Stancu,30,Romania,72,Bursaspor
139727,F. Boeckx,30,Belgium,72,RSC Anderlecht
229071,K. Onisiwo,25,Austria,72,1. FSV Mainz 05
189135,N. Calderón,28,Mexico,72,U.N.A.M.
200912,M. Răduţ,27,Romania,72,Lech Poznań
155344,Shin Hwa Yong,34,Korea Republic,72,Suwon Samsung Bluewings
181456,R. Genevois,29,Haiti,72,SM Caen
232145,B. Berisha,25,Kosovo,72,Terek Grozny
199378,M. Duhamel,32,France,72,US Quevilly-Rouen
169426,Barragán,30,Spain,72,Real Betis Balompié
186578,A. King,28,Wales,72,Leicester City
193234,A. Jali,27,South Africa,72,KV Oostende
135891,K. Overmeire,31,Belgium,72,Sporting Lokeren
239315,Rafael Furlan,22,Brazil,72,Grupo Desportivo de Chaves
170964,P. Granoche,33,Uruguay,72,La Spezia
236245,A. Elis,21,Honduras,72,Houston Dynamo
177621,C. Rodríguez,28,Mexico,72,Club León
189397,F. Jungwirth,28,Germany,72,San Jose Earthquakes
220118,I. Bel Hassani,24,Morocco,72,AZ Alkmaar
199895,L. Lacroix,25,Switzerland,72,AS Saint-Étienne
178135,S. De Witte,29,Belgium,72,KV Mechelen
186839,N. McGinn,29,Northern Ireland,72,GwangJu FC
219864,Cotán,21,Spain,72,Real Valladolid
231128,H. Toledo,21,Argentina,72,UD Las Palmas
199897,N. Höfler,27,Germany,72,SC Freiburg
213209,K. Acosta,21,United States,72,FC Dallas
230361,Mauro Cildinho,33,Brazil,72,Sport Club do Recife
176345,Kwoun Sun Tae,32,Korea Republic,72,Kashima Antlers
195033,M. Leckie,26,Australia,72,Hertha BSC Berlin
179930,S. Pawłowski,30,Poland,72,Termalica Bruk-Bet Nieciecza
155355,Lee Chung Yong,28,Korea Republic,72,Crystal Palace
230363,Paulo Mesqueira,25,Brazil,72,Associação Chapecoense de Futebol
189403,N. Baker,26,England,72,Bristol City
138462,Gonçalo Brandão,30,Portugal,72,Estoril Praia
227550,D. Viera,26,Paraguay,72,Godoy Cruz
230366,Silvosinho,33,Brazil,72,Avaí Futebol Clube
176094,P. Tytoń,30,Poland,72,RC Deportivo de La Coruña
231391,João Carvalho,20,Portugal,72,SL Benfica
199392,M. Aguirregaray,28,Uruguay,72,Club Tijuana
188128,Manu Barreiro,30,Spain,72,Gimnàstic de Tarragona
201953,J. Sánchez Miño,27,Argentina,72,Independiente
204513,M. Dupé,24,France,72,FC Nantes
16097,N. Rimando,38,United States,72,Real Salt Lake
219617,J. Arzura,24,Argentina,72,CA Osasuna
159969,J. Cambados,33,Chile,72,San Luis de Quillota
163297,M. Krasić,32,Serbia,72,Lechia Gdańsk
177633,Ángel,30,Spain,72,Getafe CF
179681,M. Samudio,30,Paraguay,72,Club América
188385,M. Martin,29,France,72,Stade de Reims
193250,M. Leovac,28,Croatia,72,PAOK Thessaloniki
199651,Fernando Canesín,25,Brazil,72,KV Oostende
204771,R. Baca,27,Mexico,72,Cruz Azul
221923,Vigaray,22,Spain,72,Deportivo Alavés
